DATETIME,price
2004-09-08 23:00:00,0.2010999999999999
2004-09-09 23:00:00,0.20047999999999988
2004-09-10 23:00:00,0.20219999999999988
2004-09-13 23:00:00,0.2022199999999999
2004-09-14 23:00:00,0.20291999999999988
2004-09-15 23:00:00,0.2029999999999999
2004-09-16 23:00:00,0.2029999999999999
2004-09-17 23:00:00,0.2037799999999999
2004-09-20 23:00:00,0.2039399999999999
2004-09-21 23:00:00,0.2084799999999999
2004-09-22 23:00:00,0.2058799999999999
2004-09-23 23:00:00,0.20623999999999987
2004-09-24 23:00:00,0.20497999999999988
2004-09-27 23:00:00,0.20535999999999988
2004-09-28 23:00:00,0.20641999999999988
2004-09-29 23:00:00,0.20561999999999991
2004-09-30 23:00:00,0.2084999999999999
2004-10-01 23:00:00,0.20935999999999988
2004-10-04 23:00:00,0.2078199999999999
2004-10-05 23:00:00,0.2095599999999999
2004-10-06 23:00:00,0.20729999999999987
2004-10-07 23:00:00,0.20813999999999988
2004-10-08 23:00:00,0.20985999999999988
2004-10-12 23:00:00,0.21011999999999992
2004-10-13 23:00:00,0.2112199999999999
2004-10-14 23:00:00,0.2120399999999999
2004-10-15 23:00:00,0.21389999999999987
2004-10-18 23:00:00,0.21523999999999988
2004-10-19 23:00:00,0.2168799999999999
2004-10-20 23:00:00,0.21645999999999987
2004-10-21 23:00:00,0.21761999999999987
2004-10-22 23:00:00,0.2191399999999999
2004-10-25 23:00:00,0.2169199999999999
2004-10-26 23:00:00,0.21727999999999992
2004-10-27 23:00:00,0.2176599999999999
2004-10-28 23:00:00,0.2186999999999999
2004-10-29 23:00:00,0.22029999999999988
2004-11-01 23:00:00,0.22027999999999986
2004-11-02 23:00:00,0.2198199999999999
2004-11-03 23:00:00,0.22293999999999986
2004-11-04 23:00:00,0.2246999999999999
2004-11-05 23:00:00,0.2276999999999999
2004-11-08 23:00:00,0.22709999999999986
2004-11-09 23:00:00,0.22805999999999987
2004-11-10 23:00:00,0.2267999999999999
2004-11-12 23:00:00,0.2276399999999999
2004-11-15 23:00:00,0.22921999999999987
2004-11-16 23:00:00,0.2295199999999999
2004-11-17 23:00:00,0.23255999999999988
2004-11-18 23:00:00,0.23053999999999986
2004-11-19 23:00:00,0.23343999999999987
2004-11-22 23:00:00,0.23509999999999986
2004-11-23 23:00:00,0.2369199999999999
2004-11-24 23:00:00,0.23835999999999988
2004-11-26 23:00:00,0.24015999999999987
2004-11-29 23:00:00,0.2407399999999999
2004-11-30 23:00:00,0.24303999999999987
2004-12-01 23:00:00,0.24549999999999977
2004-12-02 23:00:00,0.2445199999999999
2004-12-03 23:00:00,0.24841999999999984
2004-12-06 23:00:00,0.2464199999999998
2004-12-07 23:00:00,0.24631999999999982
2004-12-08 23:00:00,0.24375999999999992
2004-12-09 23:00:00,0.24313999999999986
2004-12-10 23:00:00,0.23945999999999984
2004-12-13 23:00:00,0.24231999999999992
2004-12-14 23:00:00,0.24413999999999986
2004-12-15 23:00:00,0.24819999999999984
2004-12-16 23:00:00,0.24465999999999993
2004-12-17 23:00:00,0.24599999999999983
2004-12-20 23:00:00,0.2509799999999998
2004-12-21 23:00:00,0.2517599999999998
2004-12-22 23:00:00,0.2539599999999998
2004-12-23 23:00:00,0.25643999999999983
2004-12-27 23:00:00,0.26101999999999986
2004-12-28 23:00:00,0.2617199999999999
2004-12-29 23:00:00,0.25911999999999985
2004-12-30 23:00:00,0.2601999999999998
2004-12-31 23:00:00,0.25813999999999987
2005-01-03 23:00:00,0.2557199999999999
2005-01-04 23:00:00,0.2494999999999999
2005-01-05 23:00:00,0.24821999999999986
2005-01-06 23:00:00,0.2474799999999999
2005-01-07 23:00:00,0.24459999999999987
2005-01-10 23:00:00,0.24863999999999983
2005-01-11 23:00:00,0.24925999999999987
2005-01-12 23:00:00,0.2523799999999999
2005-01-13 23:00:00,0.25169999999999987
2005-01-14 23:00:00,0.24773999999999982
2005-01-18 23:00:00,0.24479999999999985
2005-01-19 23:00:00,0.2449799999999998
2005-01-20 23:00:00,0.24341999999999991
2005-01-21 23:00:00,0.2467399999999998
2005-01-24 23:00:00,0.24801999999999988
2005-01-25 23:00:00,0.2449799999999998
2005-01-26 23:00:00,0.24845999999999988
2005-01-27 23:00:00,0.24797999999999984
2005-01-28 23:00:00,0.24901999999999988
2005-01-31 23:00:00,0.24757999999999988
2005-02-01 23:00:00,0.2481599999999999
2005-02-02 23:00:00,0.2516199999999999
2005-02-03 23:00:00,0.25301999999999986
2005-02-04 23:00:00,0.25135999999999986
2005-02-07 23:00:00,0.24921999999999983
2005-02-08 23:00:00,0.24669999999999986
2005-02-09 23:00:00,0.24717999999999993
2005-02-10 23:00:00,0.24845999999999988
2005-02-11 23:00:00,0.24811999999999987
2005-02-14 23:00:00,0.25123999999999985
2005-02-15 23:00:00,0.2554199999999998
2005-02-16 23:00:00,0.2540599999999998
2005-02-17 23:00:00,0.2555399999999998
2005-02-18 23:00:00,0.25565999999999983
2005-02-22 23:00:00,0.2629199999999999
2005-02-23 23:00:00,0.26379999999999987
2005-02-24 23:00:00,0.26331999999999983
2005-02-25 23:00:00,0.2662999999999998
2005-02-28 23:00:00,0.2681399999999999
2005-03-01 23:00:00,0.26509999999999984
2005-03-02 23:00:00,0.2610799999999998
2005-03-03 23:00:00,0.26087999999999983
2005-03-04 23:00:00,0.2680599999999998
2005-03-07 23:00:00,0.26789999999999986
2005-03-08 23:00:00,0.27097999999999983
2005-03-09 23:00:00,0.27123999999999987
2005-03-10 23:00:00,0.26623999999999987
